date,temp_C,humidity_pct,solar_MJ,rainfall_mm,co2_ppm
1952-01-20,,,,0.0,
1952-01-21,,,,0.0,
1952-01-22,,,,0.0,
1952-01-23,,,,0.0,
1952-01-24,,,,0.0,
1952-01-25,,,,0.0,
1952-01-26,,,,0.0,
1952-01-27,,,,0.0,
1952-01-28,,,,0.0,
1952-01-29,,,,0.0,
1952-01-30,,,,0.0,
1952-01-31,,,,0.0,
1952-02-01,,,,0.0,
1952-02-02,,,,0.0,
1952-02-03,,,,0.0,
1952-02-04,,,,0.0,
1952-02-05,,,,0.0,
1952-02-06,,,,0.0,
1952-02-07,,,,0.0,
1952-02-08,,,,0.0,
1952-02-09,,,,0.0,
1952-02-10,,,,0.0,
1952-02-11,,,,0.0,
1952-02-12,,,,0.0,
1952-02-13,,,,0.0,
1952-02-14,,,,0.0,
1952-02-15,,,,0.0,
1952-02-16,,,,0.0,
1952-02-17,,,,0.0,
1952-02-18,,,,0.0,
1952-02-19,,,,0.0,
1952-02-20,,,,0.0,
1952-02-21,,,,0.0,
1952-02-22,,,,0.0,
1952-02-23,,,,0.0,
1952-02-24,,,,0.0,
1952-02-25,,,,0.0,
1952-02-26,,,,0.0,
1952-02-27,,,,0.0,
1952-02-28,,,,0.0,
1952-02-29,,,,0.0,
1952-03-01,,,,0.0,
1952-03-02,,,,0.0,
1952-03-03,,,,0.0,
1952-03-04,,,,0.0,
1952-03-05,,,,0.0,
1952-03-06,,,,0.0,
1952-03-07,,,,0.0,
1952-03-08,,,,0.0,
1952-03-09,,,,0.0,
1952-03-10,,,,0.0,
1952-03-11,,,,0.0,
1952-03-12,,,,0.0,
1952-03-13,,,,0.0,
1952-03-14,,,,0.0,
1952-03-15,,,,0.0,
1952-03-16,,,,0.0,
1952-03-17,,,,0.0,
1952-03-18,,,,0.0,
1952-03-19,,,,0.0,
1952-03-20,,,,0.0,
1952-03-21,,,,0.0,
1952-03-22,,,,0.0,
1952-03-23,,,,0.0,
1952-03-24,,,,0.0,
1952-03-25,,,,0.0,
1952-03-26,,,,0.0,
1952-03-27,,,,0.0,
1952-03-28,,,,0.0,
1952-03-29,,,,0.0,
1952-03-30,,,,0.0,
1952-03-31,,,,0.0,
1952-04-01,,,,0.0,
1952-04-02,,,,0.0,
1952-04-03,,,,0.0,
1952-04-04,,,,0.0,
1952-04-05,,,,0.0,
1952-04-06,,,,0.0,
1952-04-07,,,,0.0,
1952-04-08,,,,0.0,
1952-04-09,,,,0.0,
1952-04-10,,,,0.0,
1952-04-11,,,,0.0,
1952-04-12,,,,0.0,
1952-04-13,,,,0.0,
1952-04-14,,,,0.0,
1952-04-15,,,,0.841583,
1952-04-16,,,,0.0,
1952-04-17,,,,0.0,
1952-04-18,,,,0.21423133,
1952-04-19,,,,0.0,
1952-04-20,,,,0.0,
1952-04-21,,,,0.0,
1952-04-22,,,,0.0,
1952-04-23,,,,0.0,
1952-04-24,,,,0.0,
